지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),일강수량(mm),평균 상대습도(%)
108,서울,2018-01-31,-2.6,-5.2,2354,0,1610,.67,0,54.5
108,서울,2018-02-01,-4,-8.8,644,1.2,1601,,,44.1
108,서울,2018-02-02,-2.4,-7.6,723,3.8,1440,,,51.1
108,서울,2018-02-03,-7.3,-10.4,2347,-2.1,17,3.83,.5,47
108,서울,2018-02-04,-9.5,-12.8,753,-5.2,1607,,,40.9
108,서울,2018-02-05,-9.4,-11.8,404,-5.1,1609,,,37.8
108,서울,2018-02-06,-10.1,-12.8,745,-5.8,1516,,,36.5
108,서울,2018-02-07,-8,-13.4,650,-1.6,1547,,,39.8
108,서울,2018-02-08,-4.4,-9.7,722,2,1548,,,43.3
108,서울,2018-02-09,.4,-5.3,227,6.1,1549,,,43.9
108,서울,2018-02-10,-.5,-6.9,2327,3.2,1131,,,47.4
108,서울,2018-02-11,-6.1,-9.5,722,-2.2,1350,1,0,42.5
108,서울,2018-02-12,-5.8,-9.6,538,-1.8,1422,2.17,0,40.8
108,서울,2018-02-13,-.8,-7.4,715,4.3,1521,,,54.5
108,서울,2018-02-14,3.5,-.7,2352,8.7,1459,,,51
108,서울,2018-02-15,-.7,-3.7,850,4,1448,,,28
108,서울,2018-02-16,-1.1,-5.5,741,4.9,1419,,,40.1
108,서울,2018-02-17,-3,-7.1,734,1.4,1601,,,25.6
108,서울,2018-02-18,-.4,-4.9,729,5.2,1450,,,26.9
108,서울,2018-02-19,1.8,-1.9,347,6.8,1526,,,48.6
108,서울,2018-02-20,.9,-2.4,646,5.5,1445,,,41
108,서울,2018-02-21,-.9,-4.5,814,4.4,1503,,,31.5
108,서울,2018-02-22,1.3,-3.9,725,5.4,1212,.67,.4,59
108,서울,2018-02-23,4.2,-.3,730,8.6,1431,2.75,3.7,81.1
108,서울,2018-02-24,2.4,-1.1,2359,7.2,1446,,,49.4
108,서울,2018-02-25,1.9,-1.6,213,7.9,1515,,,40.6
108,서울,2018-02-26,3.1,-3.2,714,10.4,1516,,,43.1
108,서울,2018-02-27,4.2,.6,450,6.9,1554,,,48.8
108,서울,2018-02-28,4.6,1.8,2246,7.8,1230,11.25,25,73.3
108,서울,2018-03-01,-.2,-4.3,2341,3,547,4.25,.5,61.9
108,서울,2018-03-02,-.7,-6.7,625,5.4,1608,,,34
108,서울,2018-03-03,7.9,-.1,725,16.2,1515,1.17,0,38.1
108,서울,2018-03-04,9.8,7.6,2359,11.9,1627,13.75,11.5,89.1
108,서울,2018-03-05,5.5,1.3,2353,11.4,1622,9.92,3.5,67.5
108,서울,2018-03-06,4.5,-1.1,625,10.9,1546,,,46.8
108,서울,2018-03-07,6.4,2.2,650,10.7,1614,3.5,.5,54
108,서울,2018-03-08,4.6,2.7,2216,9.7,1558,10.25,4,76
108,서울,2018-03-09,4.5,1.4,720,9.6,1600,,,63.3
108,서울,2018-03-10,4.6,.7,708,9.7,1406,,,65.8
108,서울,2018-03-11,6.4,2.7,731,12.2,1537,,,51.3
108,서울,2018-03-12,8,2.2,248,15.5,1455,,,45.8
108,서울,2018-03-13,12.4,5.2,224,18.8,1423,,,60.5
108,서울,2018-03-14,17,13.6,1,22.1,1505,,,58.8
108,서울,2018-03-15,12.4,8.4,2356,16.6,247,13.5,27,92.1
108,서울,2018-03-16,7.1,3.6,710,12.2,1520,,,46.9
108,서울,2018-03-17,6.6,.5,657,14,1543,,,48
108,서울,2018-03-18,8.2,5.4,301,12.5,1542,7.42,.5,55.9
108,서울,2018-03-19,8,6.2,419,10.4,1117,13.5,1,64.5
108,서울,2018-03-20,4.7,1.6,2335,9.1,1158,,,39.9
108,서울,2018-03-21,2.1,1.1,2033,5.3,1120,8.33,1,64.1
108,서울,2018-03-22,4.9,.6,637,11.6,1410,,,61.5
108,서울,2018-03-23,6.1,1.8,239,12.5,1407,,,55.3
108,서울,2018-03-24,7.6,4,640,13.1,1416,,,61.9
108,서울,2018-03-25,9.6,4.6,555,16.9,1447,,,65.6
108,서울,2018-03-26,11,5.3,224,18.1,1453,,,64.5
108,서울,2018-03-27,13.3,7.7,411,20,1549,,,61.1
108,서울,2018-03-28,14,9.4,612,19,1419,,,66.4
108,서울,2018-03-29,15.4,11.8,2358,21.1,1451,,,66.3
108,서울,2018-03-30,14.8,9.8,347,21.9,1457,,,55.6
108,서울,2018-03-31,14,9.3,608,20.1,1358,,,52.9
108,서울,2018-04-01,15.6,11.7,45,18.5,1548,,,68.8
108,서울,2018-04-02,18.4,14.9,548,23.7,1459,,,64
108,서울,2018-04-03,17.8,14.9,2302,21.2,1409,2.92,.1,72.9
108,서울,2018-04-04,13.4,9.5,2356,18.2,1430,6.5,18.5,67
108,서울,2018-04-05,7.6,6.7,751,9.5,1,19.67,10.5,90.6
108,서울,2018-04-06,5.8,3,2400,8.6,1022,5.42,6.5,71.6
108,서울,2018-04-07,4.2,1.4,224,8.6,1341,2.58,.2,45.5
108,서울,2018-04-08,3.9,.6,638,7.9,1353,6.5,3,59.6
108,서울,2018-04-09,7.9,.1,555,15.4,1616,,,57.9
108,서울,2018-04-10,15.1,6.9,511,21.9,1245,2.58,5,51
108,서울,2018-04-11,12.6,8.7,648,17.3,1526,,,49.4
108,서울,2018-04-12,13.3,6.8,539,19.6,1535,,,30.5
108,서울,2018-04-13,14.6,8.3,556,19.3,1230,,,22.9
108,서울,2018-04-14,9,7.5,826,14.8,1,13.33,9,78.8
108,서울,2018-04-15,9.5,5.6,519,14.2,1424,,,65.5
108,서울,2018-04-16,11.6,4.9,623,18.8,1543,,,41.9
108,서울,2018-04-17,12.9,6.8,612,20.1,1424,,,37.9
108,서울,2018-04-18,12.4,6.2,540,19.3,1441,,,35.4
108,서울,2018-04-19,14,7.4,608,20.5,1359,,,38.8
108,서울,2018-04-20,18.4,11,627,26.3,1430,,,46
108,서울,2018-04-21,18.7,12.3,559,25.6,1341,,,32
108,서울,2018-04-22,15.5,10.7,2400,21,1417,14.5,15.5,57.4
108,서울,2018-04-23,9.3,8.4,858,10.7,1,23.42,59,93.9
108,서울,2018-04-24,12.1,8.9,2357,16.1,1308,5.75,3,63.3
108,서울,2018-04-25,14.6,5.7,528,23.3,1552,,,37.8
108,서울,2018-04-26,14.9,10,527,22.1,1414,,,51.9
108,서울,2018-04-27,15.7,9.7,521,23.3,1516,,,52.9
108,서울,2018-04-28,15.4,10.5,554,21.7,1324,,,49
108,서울,2018-04-29,16.2,9.4,606,22.9,1508,,,43.1
108,서울,2018-04-30,19.2,14.1,149,25,1607,,,61.6
108,서울,2018-05-01,20.4,17.8,542,23.3,1318,1.42,0,72.8
108,서울,2018-05-02,15.1,8.7,2355,19.7,1,14.83,12,90.4
108,서울,2018-05-03,11.2,6.9,444,14.7,1051,3.62,1,62.4
108,서울,2018-05-04,14.1,8.8,542,20,1455,,,45.5
108,서울,2018-05-05,18.3,11.6,250,24.6,1433,,,46.8
108,서울,2018-05-06,16.6,15,628,20.7,1742,13.83,22,86.4
108,서울,2018-05-07,19.2,14,549,25.5,1700,,,60.3
108,서울,2018-05-08,17.5,11.6,2357,22.9,1534,,,50.9
108,서울,2018-05-09,15.7,9.2,527,21.8,1629,,,50.4
108,서울,2018-05-10,15.4,11.3,532,21.4,1350,,,67.4
108,서울,2018-05-11,16.1,11.9,257,21.3,1337,,,59.8
108,서울,2018-05-12,14.2,11.8,825,16.1,1,21,32,89.3
108,서울,2018-05-13,15.8,12.7,2350,20,1514,8.25,.5,82.5
108,서울,2018-05-14,18.2,11.9,235,24.5,1628,,,71.4
108,서울,2018-05-15,23.2,15.4,525,29.3,1519,.75,0,56.4
108,서울,2018-05-16,22.3,21.8,1244,24.4,1,17.07,45,93.8
108,서울,2018-05-17,20.9,18.8,434,23.5,1334,19.75,83,97
108,서울,2018-05-18,16.3,12.2,2352,19.3,1,13.33,6.5,86.8
108,서울,2018-05-19,17.6,10.3,455,24.7,1642,,,47.5
108,서울,2018-05-20,17,11.5,551,22.6,1709,,,32.1
108,서울,2018-05-21,17.8,11.3,543,23.7,1449,,,43.9
108,서울,2018-05-22,18.1,15.4,230,23.2,1209,9.5,12.5,75.5
108,서울,2018-05-23,17.3,13.6,623,23.3,1513,3.5,6.5,57.1
108,서울,2018-05-24,18.3,11.2,510,23.7,1413,,,47.4
108,서울,2018-05-25,19.7,13.8,546,26.2,1347,,,47.4
108,서울,2018-05-26,21.8,14,538,29.6,1456,,,50.1
108,서울,2018-05-27,20.3,17.3,558,24.7,1428,,,47.4
108,서울,2018-05-28,22.3,16.2,600,29.1,1424,,,49.8
108,서울,2018-05-29,21.4,19.1,2356,25.9,1413,3,1,69.3
108,서울,2018-05-30,20.2,15.8,2354,24.7,1511,2.25,0,69.8
108,서울,2018-05-31,20.9,14.2,545,27.6,1623,,,58.9
108,서울,2018-06-01,23.8,17.5,543,30.2,1448,,,50.4
108,서울,2018-06-02,23.4,17.6,508,30.1,1410,,,44.5
108,서울,2018-06-03,24,16.9,538,30.8,1458,,,39.4
108,서울,2018-06-04,22.6,18.9,545,27.5,1301,,,50.1
108,서울,2018-06-05,23.7,17.7,536,29.2,1503,,,52.5
108,서울,2018-06-06,23,18.4,538,27.9,1431,,,62.9
108,서울,2018-06-07,22.2,17.8,455,29.4,1601,,,69.3
108,서울,2018-06-08,21.9,18.5,308,27,1703,,,68
108,서울,2018-06-09,23.7,18.9,503,30.1,1400,5,.5,60.6
108,서울,2018-06-10,21.3,18.3,348,24.9,1502,4.67,.5,59.9
108,서울,2018-06-11,20.2,18,2334,23.9,1325,5.42,5,67.3
108,서울,2018-06-12,21.3,16.6,612,27.1,1532,1.08,0,65.5
108,서울,2018-06-13,22,18.3,206,27,1347,.33,0,64
108,서울,2018-06-14,21.6,18.8,814,25.1,1541,7.08,29,74.9
108,서울,2018-06-15,21.7,17.2,522,27,1532,4.17,16.5,60.8
108,서울,2018-06-16,22.5,16.3,533,28.7,1630,,,56.4
108,서울,2018-06-17,22.8,18.9,507,27.5,1435,,,66.9
108,서울,2018-06-18,24.8,19.9,501,30.8,1543,,,54.9
108,서울,2018-06-19,22.4,19.1,521,27.2,1342,,,61.3
108,서울,2018-06-20,22.7,19.1,346,28.4,1520,,,68.1
108,서울,2018-06-21,23.7,19.4,458,28.7,1645,,,60.1
108,서울,2018-06-22,25,18.2,532,32,1451,,,45.1
108,서울,2018-06-23,24.5,20.9,531,28.9,1535,,,50.6
108,서울,2018-06-24,25.2,20.1,517,32.1,1415,,,62.8
108,서울,2018-06-25,27.1,21.3,541,32.9,1512,,,57.1
108,서울,2018-06-26,22.3,20.2,930,26.9,1,20.17,71.5,88.3
108,서울,2018-06-27,22.3,19.1,425,25.5,1449,8.83,1,81.9
108,서울,2018-06-28,23.3,20.6,1755,27.3,1253,7.5,26.5,85.1
108,서울,2018-06-29,24.7,21.9,1,29.1,1601,7.67,6.5,78.5
108,서울,2018-06-30,24.4,21.6,412,27.9,1501,4.33,14.5,83.8
108,서울,2018-07-01,21.9,21,1201,22.8,213,19.25,83.5,94.6
108,서울,2018-07-02,22.6,20.6,623,25.3,1656,21.58,59.5,95.4
108,서울,2018-07-03,27.4,22.5,510,32.6,1704,1.58,.1,74.4
108,서울,2018-07-04,27.3,24,535,31.8,1533,,,69.6
108,서울,2018-07-05,25.3,23.4,620,29,1515,2.67,.5,72.8
108,서울,2018-07-06,23.9,21.5,2359,27.1,1402,,,57.8
108,서울,2018-07-07,23.7,19.5,552,29.2,1612,,,51.4
108,서울,2018-07-08,23.3,17.7,626,28.1,1525,,,51.5
108,서울,2018-07-09,20.8,20.1,1408,24.2,1,17.58,14,82.3
108,서울,2018-07-10,23.7,20.4,1,26.5,1630,8.67,16.5,87.8
108,서울,2018-07-11,26.8,24.4,347,29.5,1453,10.58,3,82.9
108,서울,2018-07-12,26.6,25.1,2355,28.2,1513,6.08,1,82.4
108,서울,2018-07-13,27.3,24.7,112,30.9,1754,,,74.8
108,서울,2018-07-14,27.9,24.6,529,31.9,1552,.33,0,69.6
108,서울,2018-07-15,28.3,24.5,401,33.2,1519,,,69.6
108,서울,2018-07-16,28.7,24,557,34,1429,,,64.3
108,서울,2018-07-17,28.1,23.9,605,32.1,1436,,,66.5
108,서울,2018-07-18,28.2,23.7,532,33.2,1517,,,64.8
108,서울,2018-07-19,28.7,23.2,613,34.1,1651,,,64.1
108,서울,2018-07-20,29.5,24.6,546,34.7,1618,,,62.6
108,서울,2018-07-21,30.6,24.9,524,36.9,1548,,,53.6
108,서울,2018-07-22,31.8,25.3,536,38,1527,,,49.6
108,서울,2018-07-23,31.7,29.2,404,35.7,1450,,,53.8
108,서울,2018-07-24,31.4,27.2,539,36.8,1333,,,59.5
108,서울,2018-07-25,30.1,27.7,2400,34.1,1554,,,66.3
108,서울,2018-07-26,30.1,27.3,516,33.7,1543,,,68.8
108,서울,2018-07-27,30.9,27.2,456,35.4,1258,,,69.3
108,서울,2018-07-28,29.5,28,518,35.2,1340,1.83,7.5,77.1
108,서울,2018-07-29,31.3,26.4,551,36.7,1636,,,52.4
108,서울,2018-07-30,31.7,26.2,529,36.9,1624,,,50.9
108,서울,2018-07-31,32.6,27.8,604,38.3,1519,,,50.5
108,서울,2018-08-01,33.6,27.8,556,39.6,1536,,,55.5
108,서울,2018-08-02,33.7,30.3,607,37.9,1558,,,54.4
108,서울,2018-08-03,33.1,30,2342,37.9,1415,,,55.3
108,서울,2018-08-04,31.1,28,2335,34.9,1544,,,60.6
108,서울,2018-08-05,30,27.2,507,33.9,1338,2.5,2,71.8
108,서울,2018-08-06,30.5,28.3,458,35.3,1637,3.83,6.5,71.6
108,서울,2018-08-07,30.5,26.8,538,35.9,1637,,,63.4
108,서울,2018-08-08,31,27.6,555,35.3,1617,,,64.8
108,서울,2018-08-09,28.8,27.1,2350,32.5,1528,3.5,2,76.3
108,서울,2018-08-10,30.7,25.7,559,36.8,1634,,,60.9
108,서울,2018-08-11,31,26.4,605,36,1611,,,55.8
108,서울,2018-08-12,30.6,27.2,555,35.3,1347,2,5,61.3
108,서울,2018-08-13,30.5,26.7,531,34.4,1518,1.58,1,68.6
108,서울,2018-08-14,31.7,27.7,608,37.2,1456,,,58.3
108,서울,2018-08-15,31.7,28.3,608,38,1417,.92,1,59.5
108,서울,2018-08-16,29.9,24.1,2356,35.6,1331,,,51
108,서울,2018-08-17,27.2,21.7,602,33.8,1545,,,39.8
108,서울,2018-08-18,26.7,21.5,612,32.1,1509,,,44.6
108,서울,2018-08-19,28.2,23,608,34.4,1436,,,50.6
108,서울,2018-08-20,29.1,25.1,616,33.3,1430,.33,0,55.6
108,서울,2018-08-21,26.6,23.4,643,31,1647,6.5,5,71.4
108,서울,2018-08-22,30.7,23.4,453,37.6,1608,,,54.1
108,서울,2018-08-23,29.4,25.7,2348,32.2,1507,9.42,3,59.1
108,서울,2018-08-24,24.4,23.2,2340,26.3,1101,16.25,7.5,86.3
108,서울,2018-08-25,25.2,22.7,2355,29.3,1401,,,68
108,서울,2018-08-26,23.2,20.3,613,29,1136,4.67,2,70
108,서울,2018-08-27,22.7,20.2,135,24.9,1637,15.17,19.5,91
108,서울,2018-08-28,23.7,22.5,442,26.1,1029,12.92,96.5,92.4
108,서울,2018-08-29,25.2,22.7,1,27.4,1147,10.92,42,86
108,서울,2018-08-30,25.3,23.9,317,28.2,1259,6.25,9.5,80.9
108,서울,2018-08-31,25.6,22.8,719,30.3,1457,5.08,.1,67.4
108,서울,2018-09-01,25.5,20.8,615,30.9,1528,,,59.4
108,서울,2018-09-02,25.1,20.1,603,29.6,1514,,,55.8
108,서울,2018-09-03,23.3,21.4,2342,25.8,1521,10.83,34.5,85.3
108,서울,2018-09-04,23.2,20,540,27.8,1626,,,69.4
108,서울,2018-09-05,24,19.6,616,28.5,1436,,,63.5
108,서울,2018-09-06,24.1,20.9,635,28.2,1353,.75,1,69.9
108,서울,2018-09-07,22,19.1,2330,25.5,1337,1.58,.5,54.6
108,서울,2018-09-08,21.7,15.9,653,27.7,1543,,,48.8
108,서울,2018-09-09,22.2,15.6,620,28.9,1450,,,49
108,서울,2018-09-10,22.9,18.6,616,28.4,1519,,,49.5
108,서울,2018-09-11,21.6,16.8,618,26.1,1445,,,48.1
108,서울,2018-09-12,22.8,16.8,621,28.2,1551,,,52
108,서울,2018-09-13,23.5,20.3,547,28.3,1524,,,63.5
108,서울,2018-09-14,23.5,20.3,622,26.8,1310,1.75,.5,66.9
108,서울,2018-09-15,23.3,21,559,26,1233,4.75,.2,76
108,서울,2018-09-16,22.2,21,1936,23.9,1212,14.33,2,83.6
108,서울,2018-09-17,22.3,18.5,630,27.7,1505,1.83,.1,64.3
108,서울,2018-09-18,22,17.7,536,26.5,1551,,,59.8
108,서울,2018-09-19,22.1,18.9,614,26.6,1305,6.83,.2,59.1
108,서울,2018-09-20,19,17.8,719,20.1,1,10.92,5,82.4
108,서울,2018-09-21,19.4,17.6,537,21.9,1450,11.83,18,85.8
108,서울,2018-09-22,20.8,17.2,2357,25.5,1427,1,6.5,62.3
108,서울,2018-09-23,19.4,15.6,234,25.3,1515,1.5,0,52.9
108,서울,2018-09-24,17.6,14.2,516,22.1,1448,,,48.3
108,서울,2018-09-25,17.8,10.8,645,24.3,1519,,,48
108,서울,2018-09-26,19.4,16.2,522,24.8,1441,,,47.9
108,서울,2018-09-27,18.9,13.2,626,25,1416,,,47.6
108,서울,2018-09-28,17.5,14.3,608,22.2,1608,,,58.1
108,서울,2018-09-29,20.2,14.6,553,27,1520,,,55.5
108,서울,2018-09-30,17.6,14,2312,21.6,1453,,,52.5
108,서울,2018-10-01,15.4,13,2400,19.7,1418,.58,0,55.1
108,서울,2018-10-02,15.9,10.3,653,22,1622,,,61.4
108,서울,2018-10-03,17.3,11.2,643,24.2,1526,,,58
108,서울,2018-10-04,19.3,13,521,25.6,1510,,,56.5
108,서울,2018-10-05,16.9,15.7,1013,19,1,17.17,36.5,84.1
108,서울,2018-10-06,18,16.3,2400,21.7,1551,12.67,55.5,84
108,서울,2018-10-07,16.4,12.3,2355,21.1,1524,,,53.5
108,서울,2018-10-08,14.8,9.2,641,20.9,1437,,,47
108,서울,2018-10-09,15.3,10.7,449,19.8,1230,.42,0,52.5
108,서울,2018-10-10,12,7.9,2348,16.7,13,2.67,7,61
108,서울,2018-10-11,9.7,6.1,710,13.9,1331,,,51
108,서울,2018-10-12,10.9,5.2,707,17.4,1508,,,54
108,서울,2018-10-13,12.5,6.1,707,19.8,1500,,,54
108,서울,2018-10-14,13.2,6.8,638,20.3,1457,,,60
108,서울,2018-10-15,15.2,10.9,346,21,1530,,,69.9
108,서울,2018-10-16,14.5,9.9,554,20.3,1417,,,55.9
108,서울,2018-10-17,12.4,8.4,649,18.6,1427,,,53.3
108,서울,2018-10-18,12.7,7.5,541,19,1456,,,59.5
108,서울,2018-10-19,13.1,7.2,550,20.4,1409,,,54.3
108,서울,2018-10-20,13.4,6.9,659,21.4,1452,,,53.9
108,서울,2018-10-21,13.4,7.2,637,21.1,1512,,,49.5
108,서울,2018-10-22,14,8.8,647,20.6,1400,,,50
108,서울,2018-10-23,12.2,9.8,521,16.9,1524,3,5,75.1
108,서울,2018-10-24,12.5,7.6,726,18.7,1520,,,66
108,서울,2018-10-25,13.8,7,641,21.2,1451,,,55.5
108,서울,2018-10-26,12.2,9.9,2337,14.7,1536,8.58,11,74.1
108,서울,2018-10-27,8.7,6.2,2249,11.6,1459,,,49.6
108,서울,2018-10-28,8.3,5.2,2354,13.5,1435,4.67,5.5,77.1
108,서울,2018-10-29,7.2,3.4,2358,11.7,1356,.83,0,57.3
108,서울,2018-10-30,6.1,.7,532,11.6,1516,1.58,0,51.3
108,서울,2018-10-31,7.4,3,719,12.6,1522,1.58,0,55.4
108,서울,2018-11-01,8.4,2.5,648,15.2,1516,,,53.4
108,서울,2018-11-02,10.6,4,634,19,1549,,,54.9
108,서울,2018-11-03,11.2,5,712,19.1,1520,,,56
108,서울,2018-11-04,11.6,5.3,727,19.4,1432,,,55
108,서울,2018-11-05,11.9,6.6,707,18.3,1412,,,65.5
108,서울,2018-11-06,12.2,8,659,17.5,1359,,,70.5
108,서울,2018-11-07,12.8,10.3,550,15.7,1403,11,2,79.5
108,서울,2018-11-08,11.8,10.5,520,14.7,2017,24,64,93.8
108,서울,2018-11-09,12.1,9.5,726,15.4,1434,3.5,1,69
108,서울,2018-11-10,11.9,8.8,539,17.1,1358,1.08,0,69.1
108,서울,2018-11-11,8.1,5.4,2353,10.9,1126,2.33,0,67.6
108,서울,2018-11-12,8.1,3.1,719,15.1,1437,,,52.3
108,서울,2018-11-13,8.8,4.1,605,15.4,1424,,,51.6
108,서울,2018-11-14,9.8,4.8,723,16.6,1515,,,55.5
108,서울,2018-11-15,9.7,4.7,632,16.2,1519,,,55.4
108,서울,2018-11-16,8.8,4.2,2400,14.5,1303,,,65.1
108,서울,2018-11-17,4.9,.6,746,11.4,1232,,,50.8
108,서울,2018-11-18,6.1,1.9,545,10.7,1348,,,48.8
108,서울,2018-11-19,6.5,3.3,718,11.3,1436,,,50.4
108,서울,2018-11-20,6.5,0,731,12.7,1345,.83,.2,39.9
108,서울,2018-11-21,5.8,3.1,2357,8.2,1248,3.83,1,57.1
108,서울,2018-11-22,2.3,-1.3,736,7.1,1335,,,35
108,서울,2018-11-23,1.9,-3.1,748,7.6,1314,,,29.6
108,서울,2018-11-24,2.6,.3,808,3.8,1456,4.33,10.9,71.1
108,서울,2018-11-25,4.8,1.3,700,9.8,1532,,,77.8
108,서울,2018-11-26,6.3,1.6,704,13.6,1511,,,70.1
108,서울,2018-11-27,7.1,3.1,350,12.5,1449,,,65
108,서울,2018-11-28,5,2.1,754,11.1,1411,,,27.1
108,서울,2018-11-29,3.5,.6,737,6.7,1443,.67,0,41.4
108,서울,2018-11-30,2.7,-1.5,740,8,1314,,,46.1
108,서울,2018-12-01,5.5,.8,405,12.4,1524,,,42.3
108,서울,2018-12-02,8.2,2.8,302,11.8,1532,,,50.1
108,서울,2018-12-03,11.5,9.3,643,13.5,1822,13.25,9.5,87.4
108,서울,2018-12-04,6.7,-.3,2400,11.8,2,6.75,5,74.9
108,서울,2018-12-05,0,-4.3,726,3.4,1416,,,39.5
108,서울,2018-12-06,2.4,-1,2356,6.8,1302,1.25,0,50.5
108,서울,2018-12-07,-7.3,-9.6,2353,-1.1,1,,,37.1
108,서울,2018-12-08,-8.3,-11.4,725,-4.4,1504,,,37.1
108,서울,2018-12-09,-7.2,-11.8,735,-2.1,1538,,,27
108,서울,2018-12-10,-2.5,-8.1,639,4.6,1521,,,33.3
108,서울,2018-12-11,.2,-2.4,10,2.9,1344,,,44.8
108,서울,2018-12-12,-1.9,-5,727,2.4,1426,,,39
108,서울,2018-12-13,-2.2,-5.9,2358,2.1,1424,9,1.3,57.4
108,서울,2018-12-14,-4.4,-7.8,820,.6,1442,,,44.3
108,서울,2018-12-15,-2.4,-7.8,734,3.2,1444,,,46.8
108,서울,2018-12-16,0,-2.6,158,2.1,1531,6.25,.3,63.8
108,서울,2018-12-17,1.6,-1.5,2359,5.9,1439,.67,.3,60.1
108,서울,2018-12-18,2.6,-2.8,720,7.4,1405,,,56.3
108,서울,2018-12-19,4,1.3,618,9.5,1456,,,53.4
108,서울,2018-12-20,3.4,-1.1,700,10.4,1521,,,45.5
108,서울,2018-12-21,5.6,.4,153,9.8,1555,,,40.1
108,서울,2018-12-22,6.9,2.9,835,12.4,1504,,,48.9
108,서울,2018-12-23,2.4,-3.4,2355,7.5,1345,,,43
108,서울,2018-12-24,-2.3,-5.9,809,3.1,1359,,,35.9
108,서울,2018-12-25,.6,-4,105,5.2,1407,,,53.4
108,서울,2018-12-26,-1.5,-7.1,2359,3,40,,,40.8
108,서울,2018-12-27,-10.1,-12.5,2352,-6.5,1428,,,28.3
108,서울,2018-12-28,-10.5,-14.4,724,-6.6,1545,,,33
108,서울,2018-12-29,-7.6,-10.5,647,-3,1525,,,29
108,서울,2018-12-30,-6.8,-11.3,533,-.9,1449,,,35.9
108,서울,2018-12-31,-5.4,-10.5,730,-.5,1453,,,39.6
108,서울,2019-01-01,-5,-8.2,631,-.6,1525,,,49.5
108,서울,2019-01-02,-4.9,-8.8,802,.2,1458,,,42.8
108,서울,2019-01-03,-3.5,-8.4,726,3.2,1436,,,38.8
108,서울,2019-01-04,-1.1,-6.2,757,4.1,1504,,,55.5
108,서울,2019-01-05,-2.8,-5.5,2358,1.1,1521,,,40.3
108,서울,2019-01-06,-2.8,-6.3,154,2.7,1512,,,35
108,서울,2019-01-07,-1.9,-6.2,658,3.1,1436,,,46.4
108,서울,2019-01-08,-3.5,-7.2,2238,.5,1507,,,31
108,서울,2019-01-09,-4.7,-9.4,630,1.3,1525,,,28.8
108,서울,2019-01-10,-.6,-4.5,619,3,1222,,,48.8
108,서울,2019-01-11,2.4,-.4,802,7.2,1413,,,58.8
108,서울,2019-01-12,2.8,-.6,2359,8,1437,,,47.6
108,서울,2019-01-13,1.2,-3,605,7.6,1419,,,54.3
108,서울,2019-01-14,1.4,-2.4,719,5.3,1452,,,68.6
108,서울,2019-01-15,-1.7,-7.2,2345,2.6,1456,1,0,58.8
108,서울,2019-01-16,-5.2,-10.1,724,-1.1,1542,3.75,0,45.9
108,서울,2019-01-17,-.3,-3.2,731,4,1559,2.83,0,45.8
108,서울,2019-01-18,.6,-4.6,737,6.7,1441,,,44
108,서울,2019-01-19,3.6,0,327,8.5,1442,,,59.8
108,서울,2019-01-20,-1.4,-5.5,2327,4,1,,,38.5
108,서울,2019-01-21,-1.2,-6.7,326,4.2,1612,2.75,0,57.8
108,서울,2019-01-22,1.7,-3.3,706,7.1,1327,,,62
108,서울,2019-01-23,2,-.8,712,7,1557,,,48.9
108,서울,2019-01-24,.1,-4.6,806,6.5,1446,,,34.9
108,서울,2019-01-25,-1.2,-3.8,825,2.6,1433,,,27.6
108,서울,2019-01-26,-2.5,-6.5,816,2.4,1544,,,30.9
108,서울,2019-01-27,-.1,-6.6,749,5.1,1448,,,52.5
108,서울,2019-01-28,1.2,-2.4,2357,4.5,1523,1.5,0,40.4
108,서울,2019-01-29,-.2,-5.6,737,7,1508,,,35.5
108,서울,2019-01-30,1.8,-2.8,746,6.6,1414,,,54.6
108,서울,2019-01-31,-2,-6.2,2355,2.3,1,,,29
108,서울,2019-02-01,-2.1,-7.4,333,2.8,1320,2.25,.3,47.6
108,서울,2019-02-02,1.4,-3.2,434,6.1,1643,.42,0,60
108,서울,2019-02-03,3.3,2,352,4.9,1435,19.67,16,92.9
108,서울,2019-02-04,-.6,-3.3,806,3,1533,,,40.4
108,서울,2019-02-05,2.8,-3.6,458,10.1,1500,,,37.1
108,서울,2019-02-06,5.1,.1,715,9.3,1354,,,54.9
108,서울,2019-02-07,-2.1,-8.2,2339,6.3,1,4.17,.5,45.5
108,서울,2019-02-08,-6.1,-10.2,741,-1.3,1354,,,31.5
108,서울,2019-02-09,-5.4,-8.6,742,-1.9,1534,,,30
108,서울,2019-02-10,-5,-9.1,634,-1.9,1506,,,31.3
108,서울,2019-02-11,-3,-7.5,641,2,1622,,,34.9
108,서울,2019-02-12,-.6,-4.1,117,3.7,1432,2.25,0,35.5
108,서울,2019-02-13,-2.1,-5.7,710,2.5,1559,,,26.6
108,서울,2019-02-14,-.5,-5.9,743,6.3,1600,,,24.3
108,서울,2019-02-15,-.8,-2.9,710,.9,1834,14.83,2.2,72.8
108,서울,2019-02-16,-2.7,-5.1,808,1.5,1558,3.42,.2,59
108,서울,2019-02-17,-1.8,-6.8,734,4.6,1603,,,47.4
108,서울,2019-02-18,.9,-4.7,618,5.9,1350,,,43.5
