"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-007","양화1주차장","122","16199","2021/01/08"
"PLT-008","여의도4주차장","159","54801","2021/01/08"
"PLT-001","강서1주차장","75","3212","2021/01/08"
"PLT-006","광나루3주차장","246","18564","2021/01/08"
"PLT-006","광나루1,2주차장","270","18944","2021/01/08"
"PLT-009","반포2,3주차장","952","62901","2021/01/08"
"PLT-004","이촌3,4주차장","345","33090","2021/01/08"
"PLT-005","뚝섬1주차장","87","6351","2021/01/08"
"PLT-005","뚝섬2주차장","382","45324","2021/01/08"
"PLT-002","난지1,2,3주차장","873","26630","2021/01/08"
"PLT-008","여의도2주차장","451","130136","2021/01/08"
"PLT-010","잠원1-6주차장","1388","125358","2021/01/08"
"PLT-008","여의도1주차장","1170","161401","2021/01/08"
"PLT-004","이촌2주차장","111","5543","2021/01/08"
"PLT-007","양화2주차장","31","2102","2021/01/08"
"PLT-003","망원1주차장","174","10269","2021/01/08"
"PLT-005","뚝섬4주차장","299","30782","2021/01/08"
"PLT-008","여의도3주차장","744","240740","2021/01/08"
"PLT-003","망원2,3주차장","354","21654","2021/01/08"
"PLT-007","양화3,4,5주차장","371","31868","2021/01/08"
"PLT-011","잠실1,2,3,4주차장","1606","89705","2021/01/08"
"PLT-004","이촌1주차장","58","3260","2021/01/08"
"PLT-004","이촌1주차장","34","3106","2021/01/07"
"PLT-003","망원1주차장","128","11925","2021/01/07"
"PLT-009","반포1주차장","181","12628","2021/01/07"
"PLT-010","잠원1-6주차장","900","73395","2021/01/07"
"PLT-008","여의도2주차장","306","80681","2021/01/07"
"PLT-002","난지1,2,3주차장","504","18688","2021/01/07"
"PLT-004","이촌2주차장","85","5475","2021/01/07"
"PLT-007","양화1주차장","99","12828","2021/01/07"
"PLT-005","뚝섬1주차장","53","3949","2021/01/07"
"PLT-005","뚝섬4주차장","185","20271","2021/01/07"
"PLT-008","여의도5주차장","241","66654","2021/01/07"
"PLT-008","여의도4주차장","146","40936","2021/01/07"
"PLT-011","잠실1,2,3,4주차장","1020","57472","2021/01/07"
"PLT-009","반포2,3주차장","681","38062","2021/01/07"
"PLT-004","이촌3,4주차장","264","21822","2021/01/07"
"PLT-008","여의도3주차장","518","155064","2021/01/07"
"PLT-005","뚝섬2주차장","304","39248","2021/01/07"
"PLT-006","광나루1,2주차장","211","13460","2021/01/07"
"PLT-008","여의도1주차장","900","135590","2021/01/07"
"PLT-006","광나루3주차장","153","10992","2021/01/07"
"PLT-003","망원2,3주차장","265","21144","2021/01/07"
"PLT-001","강서1주차장","65","2797","2021/01/07"
"PLT-007","양화2주차장","13","1054","2021/01/07"
"PLT-007","양화3,4,5주차장","306","26276","2021/01/07"
"PLT-005","뚝섬3주차장","92","9700","2021/01/07"
"PLT-006","광나루1,2주차장","358","26392","2021/01/06"
"PLT-003","망원1주차장","206","15218","2021/01/06"
"PLT-007","양화3,4,5주차장","466","38341","2021/01/06"
"PLT-008","여의도4주차장","204","61461","2021/01/06"
"PLT-008","여의도3주차장","989","320056","2021/01/06"
"PLT-002","난지1,2,3주차장","1100","28154","2021/01/06"
"PLT-007","양화1주차장","161","28127","2021/01/06"
"PLT-010","잠원1-6주차장","1620","147194","2021/01/06"
"PLT-006","광나루3주차장","453","20419","2021/01/06"
"PLT-008","여의도5주차장","343","112072","2021/01/06"
"PLT-001","강서1주차장","97","4905","2021/01/06"
"PLT-008","여의도1주차장","1251","208725","2021/01/06"
"PLT-009","반포1주차장","440","25943","2021/01/06"
"PLT-005","뚝섬3주차장","148","12385","2021/01/06"
"PLT-004","이촌3,4주차장","612","43879","2021/01/06"
"PLT-009","반포2,3주차장","1090","76020","2021/01/06"
"PLT-008","여의도2주차장","528","133863","2021/01/06"
"PLT-005","뚝섬1주차장","69","4267","2021/01/06"
"PLT-007","양화2주차장","24","2802","2021/01/06"
"PLT-004","이촌1주차장","56","2980","2021/01/06"
"PLT-003","망원2,3주차장","401","23295","2021/01/06"
"PLT-011","잠실1,2,3,4주차장","2349","90122","2021/01/06"
"PLT-005","뚝섬4주차장","278","30897","2021/01/06"
"PLT-004","이촌2주차장","157","5815","2021/01/06"
"PLT-005","뚝섬2주차장","431","44287","2021/01/06"
"PLT-005","뚝섬1주차장","106","6646","2021/01/05"
"PLT-005","뚝섬4주차장","383","37887","2021/01/05"
"PLT-006","광나루1,2주차장","388","28566","2021/01/05"
"PLT-003","망원2,3주차장","439","30046","2021/01/05"
"PLT-005","뚝섬2주차장","507","62073","2021/01/05"
"PLT-004","이촌3,4주차장","610","49747","2021/01/05"
"PLT-008","여의도3주차장","1123","387265","2021/01/05"
"PLT-009","반포2,3주차장","1425","93073","2021/01/05"
"PLT-001","강서1주차장","109","6234","2021/01/05"
"PLT-006","광나루3주차장","496","23208","2021/01/05"
"PLT-007","양화2주차장","41","4756","2021/01/05"
"PLT-011","잠실1,2,3,4주차장","2709","142446","2021/01/05"
"PLT-004","이촌2주차장","161","8882","2021/01/05"
"PLT-003","망원1주차장","204","19992","2021/01/05"
"PLT-002","난지1,2,3주차장","1060","30396","2021/01/05"
"PLT-004","이촌1주차장","67","3773","2021/01/05"
"PLT-008","여의도5주차장","366","124124","2021/01/05"
"PLT-005","뚝섬3주차장","202","19181","2021/01/05"
"PLT-008","여의도4주차장","235","75021","2021/01/05"
"PLT-008","여의도2주차장","650","174212","2021/01/05"
"PLT-007","양화1주차장","168","23897","2021/01/05"
"PLT-007","양화3,4,5주차장","461","42426","2021/01/05"
"PLT-009","반포1주차장","558","35596","2021/01/05"
"PLT-008","여의도1주차장","1646","259188","2021/01/05"
"PLT-010","잠원1-6주차장","2185","197585","2021/01/05"
"PLT-008","여의도4주차장","216","79455","2021/01/04"
"PLT-005","뚝섬4주차장","398","39662","2021/01/04"
"PLT-004","이촌2주차장","182","10897","2021/01/04"
"PLT-005","뚝섬3주차장","199","16616","2021/01/04"
"PLT-008","여의도2주차장","718","200804","2021/01/04"
"PLT-002","난지1,2,3주차장","1161","31442","2021/01/04"
"PLT-009","반포2,3주차장","1409","93152","2021/01/04"
"PLT-003","망원1주차장","285","21391","2021/01/04"
"PLT-010","잠원1-6주차장","2072","211264","2021/01/04"
"PLT-008","여의도3주차장","1130","413790","2021/01/04"
"PLT-001","강서1주차장","106","6079","2021/01/04"
"PLT-004","이촌1주차장","69","3180","2021/01/04"
"PLT-009","반포1주차장","502","35286","2021/01/04"
"PLT-006","광나루1,2주차장","443","30721","2021/01/04"
"PLT-011","잠실1,2,3,4주차장","2826","167473","2021/01/04"
"PLT-003","망원2,3주차장","427","31245","2021/01/04"
"PLT-007","양화2주차장","46","4426","2021/01/04"
"PLT-007","양화1주차장","173","29246","2021/01/04"
"PLT-005","뚝섬2주차장","532","66173","2021/01/04"
"PLT-005","뚝섬1주차장","94","5161","2021/01/04"
"PLT-004","이촌3,4주차장","596","59004","2021/01/04"
"PLT-008","여의도1주차장","1571","263575","2021/01/04"
"PLT-006","광나루3주차장","575","23099","2021/01/04"
"PLT-007","양화3,4,5주차장","496","49991","2021/01/04"
"PLT-008","여의도5주차장","321","130003","2021/01/04"
"PLT-005","뚝섬1주차장","135","6627","2021/01/03"
"PLT-007","양화3,4,5주차장","902","49138","2021/01/03"
"PLT-005","뚝섬3주차장","387","25200","2021/01/03"
"PLT-003","망원2,3주차장","818","43339","2021/01/03"
"PLT-009","반포2,3주차장","2216","136363","2021/01/03"
"PLT-008","여의도2주차장","787","55889","2021/01/03"
"PLT-001","강서1주차장","250","13897","2021/01/03"
"PLT-004","이촌1주차장","110","3832","2021/01/03"
"PLT-006","광나루3주차장","471","29990","2021/01/03"
"PLT-002","난지1,2,3주차장","1292","58596","2021/01/03"
"PLT-008","여의도3주차장","493","32421","2021/01/03"
"PLT-006","광나루1,2주차장","637","43317","2021/01/03"
"PLT-010","잠원1-6주차장","3070","186981","2021/01/03"
"PLT-008","여의도4주차장","53","2468","2021/01/03"
"PLT-004","이촌3,4주차장","882","49034","2021/01/03"
"PLT-003","망원1주차장","344","15979","2021/01/03"
"PLT-007","양화2주차장","87","4796","2021/01/03"
"PLT-005","뚝섬4주차장","647","40843","2021/01/03"
"PLT-009","반포1주차장","1019","50068","2021/01/03"
"PLT-007","양화1주차장","212","10843","2021/01/03"
"PLT-008","여의도1주차장","2451","131138","2021/01/03"
"PLT-008","여의도5주차장","112","9537","2021/01/03"
"PLT-011","잠실1,2,3,4주차장","1992","152005","2021/01/03"
"PLT-004","이촌2주차장","236","13509","2021/01/03"
"PLT-005","뚝섬2주차장","739","55139","2021/01/03"
"PLT-008","여의도5주차장","149","23249","2021/01/02"
"PLT-009","반포2,3주차장","2547","141466","2021/01/02"
"PLT-005","뚝섬4주차장","712","41798","2021/01/02"
"PLT-005","뚝섬3주차장","446","29598","2021/01/02"
"PLT-003","망원1주차장","350","14421","2021/01/02"
"PLT-008","여의도3주차장","649","43081","2021/01/02"
"PLT-005","뚝섬1주차장","193","9928","2021/01/02"
"PLT-005","뚝섬2주차장","880","66110","2021/01/02"
"PLT-001","강서1주차장","305","19500","2021/01/02"
"PLT-007","양화3,4,5주차장","1037","60109","2021/01/02"
"PLT-007","양화2주차장","69","2456","2021/01/02"
"PLT-008","여의도2주차장","1043","66248","2021/01/02"
"PLT-009","반포1주차장","1160","53788","2021/01/02"
"PLT-003","망원2,3주차장","1062","65452","2021/01/02"
"PLT-006","광나루1,2주차장","714","42839","2021/01/02"
"PLT-007","양화1주차장","271","15559","2021/01/02"
"PLT-004","이촌1주차장","122","4266","2021/01/02"
"PLT-006","광나루3주차장","527","32003","2021/01/02"
"PLT-008","여의도4주차장","62","7339","2021/01/02"
"PLT-011","잠실1,2,3,4주차장","2205","160444","2021/01/02"
"PLT-004","이촌3,4주차장","982","58119","2021/01/02"
"PLT-008","여의도1주차장","2635","128989","2021/01/02"
"PLT-010","잠원1-6주차장","3354","213180","2021/01/02"
"PLT-002","난지1,2,3주차장","1388","58542","2021/01/02"
"PLT-004","이촌2주차장","264","15067","2021/01/02"
"PLT-009","반포2,3주차장","2813","148362","2021/01/01"
"PLT-002","난지1,2,3주차장","1620","58880","2021/01/01"
"PLT-006","광나루1,2주차장","678","40482","2021/01/01"
"PLT-010","잠원1-6주차장","3577","175712","2021/01/01"
"PLT-009","반포1주차장","1385","61772","2021/01/01"
"PLT-007","양화2주차장","97","4598","2021/01/01"
"PLT-008","여의도2주차장","1074","49688","2021/01/01"
"PLT-008","여의도4주차장","43","2072","2021/01/01"
"PLT-004","이촌1주차장","137","3612","2021/01/01"
"PLT-008","여의도1주차장","2867","139114","2021/01/01"
"PLT-008","여의도5주차장","98","10305","2021/01/01"
"PLT-004","이촌2주차장","274","13654","2021/01/01"
"PLT-005","뚝섬1주차장","198","10860","2021/01/01"
"PLT-004","이촌3,4주차장","1074","53205","2021/01/01"
"PLT-007","양화3,4,5주차장","1276","67884","2021/01/01"
"PLT-008","여의도3주차장","737","42538","2021/01/01"
"PLT-003","망원2,3주차장","1089","61621","2021/01/01"
"PLT-005","뚝섬4주차장","870","47043","2021/01/01"
"PLT-003","망원1주차장","374","13137","2021/01/01"
"PLT-006","광나루3주차장","529","28794","2021/01/01"
"PLT-005","뚝섬3주차장","527","31109","2021/01/01"
"PLT-007","양화1주차장","262","12837","2021/01/01"
"PLT-011","잠실1,2,3,4주차장","2309","143784","2021/01/01"
"PLT-005","뚝섬2주차장","943","63789","2021/01/01"
"PLT-001","강서1주차장","362","22575","2021/01/01"
"PLT-003","망원2,3주차장","688","38972","2020/12/31"
"PLT-005","뚝섬3주차장","298","20377","2020/12/31"
"PLT-004","이촌1주차장","108","4127","2020/12/31"
"PLT-004","이촌3,4주차장","726","39831","2020/12/31"
"PLT-008","여의도5주차장","312","96256","2020/12/31"
"PLT-005","뚝섬4주차장","572","44427","2020/12/31"
"PLT-007","양화1주차장","198","22323","2020/12/31"
"PLT-008","여의도2주차장","615","60028","2020/12/31"
"PLT-006","광나루3주차장","447","21543","2020/12/31"
"PLT-002","난지1,2,3주차장","1207","33092","2020/12/31"
"PLT-011","잠실1,2,3,4주차장","2512","134006","2020/12/31"
"PLT-007","양화3,4,5주차장","655","41830","2020/12/31"
"PLT-008","여의도1주차장","1600","200536","2020/12/31"
"PLT-010","잠원1-6주차장","3029","176535","2020/12/31"
"PLT-004","이촌2주차장","199","9295","2020/12/31"
"PLT-006","광나루1,2주차장","548","33336","2020/12/31"
"PLT-009","반포2,3주차장","2022","108681","2020/12/31"
"PLT-005","뚝섬1주차장","184","6371","2020/12/31"
"PLT-008","여의도4주차장","141","40493","2020/12/31"
"PLT-001","강서1주차장","148","8641","2020/12/31"
"PLT-008","여의도3주차장","920","201084","2020/12/31"
"PLT-007","양화2주차장","65","3829","2020/12/31"
"PLT-005","뚝섬2주차장","742","61588","2020/12/31"
"PLT-003","망원1주차장","308","16906","2020/12/31"
"PLT-009","반포1주차장","816","37746","2020/12/31"
"PLT-005","뚝섬4주차장","382","32948","2020/12/30"
"PLT-007","양화3,4,5주차장","537","46746","2020/12/30"
"PLT-003","망원2,3주차장","451","30496","2020/12/30"
"PLT-008","여의도3주차장","909","271534","2020/12/30"
"PLT-003","망원1주차장","272","18420","2020/12/30"
"PLT-011","잠실1,2,3,4주차장","2526","142212","2020/12/30"
"PLT-001","강서1주차장","101","5245","2020/12/30"
"PLT-008","여의도2주차장","482","71525","2020/12/30"
"PLT-005","뚝섬3주차장","197","14627","2020/12/30"
"PLT-005","뚝섬2주차장","557","63466","2020/12/30"
"PLT-005","뚝섬1주차장","113","5184","2020/12/30"
"PLT-009","반포2,3주차장","1453","100943","2020/12/30"
"PLT-006","광나루3주차장","411","21611","2020/12/30"
"PLT-010","잠원1-6주차장","2444","198170","2020/12/30"
"PLT-007","양화2주차장","36","3598","2020/12/30"
"PLT-004","이촌3,4주차장","650","34056","2020/12/30"
"PLT-008","여의도1주차장","1274","226151","2020/12/30"
"PLT-008","여의도5주차장","304","104805","2020/12/30"
"PLT-007","양화1주차장","187","25657","2020/12/30"
"PLT-004","이촌1주차장","100","4867","2020/12/30"
"PLT-009","반포1주차장","636","30979","2020/12/30"
"PLT-008","여의도4주차장","201","67972","2020/12/30"
"PLT-006","광나루1,2주차장","432","31876","2020/12/30"
"PLT-004","이촌2주차장","146","6164","2020/12/30"
"PLT-002","난지1,2,3주차장","1106","27304","2020/12/30"
"PLT-010","잠원1-6주차장","2546","214678","2020/12/29"
"PLT-008","여의도4주차장","219","70034","2020/12/29"
"PLT-005","뚝섬2주차장","556","62167","2020/12/29"
"PLT-011","잠실1,2,3,4주차장","2603","145418","2020/12/29"
"PLT-002","난지1,2,3주차장","1107","33356","2020/12/29"
"PLT-008","여의도2주차장","523","94281","2020/12/29"
"PLT-005","뚝섬1주차장","111","6326","2020/12/29"
"PLT-004","이촌2주차장","180","10241","2020/12/29"
"PLT-005","뚝섬3주차장","200","16246","2020/12/29"
"PLT-006","광나루1,2주차장","519","38484","2020/12/29"
"PLT-008","여의도5주차장","294","108235","2020/12/29"
"PLT-007","양화1주차장","182","28012","2020/12/29"
"PLT-006","광나루3주차장","479","27142","2020/12/29"
"PLT-008","여의도1주차장","1399","236293","2020/12/29"
"PLT-001","강서1주차장","127","7047","2020/12/29"
"PLT-003","망원1주차장","250","21887","2020/12/29"
"PLT-007","양화3,4,5주차장","590","56810","2020/12/29"
"PLT-004","이촌3,4주차장","637","41517","2020/12/29"
"PLT-009","반포2,3주차장","1701","113749","2020/12/29"
"PLT-004","이촌1주차장","73","4400","2020/12/29"
"PLT-003","망원2,3주차장","504","30065","2020/12/29"
"PLT-009","반포1주차장","631","43768","2020/12/29"
"PLT-008","여의도3주차장","1019","310290","2020/12/29"
"PLT-005","뚝섬4주차장","433","32494","2020/12/29"
"PLT-007","양화2주차장","49","4702","2020/12/29"
"PLT-006","광나루3주차장","570","27738","2020/12/28"
"PLT-005","뚝섬4주차장","510","42009","2020/12/28"
"PLT-004","이촌1주차장","75","4597","2020/12/28"
"PLT-003","망원1주차장","242","19897","2020/12/28"
"PLT-009","반포2,3주차장","1535","80409","2020/12/28"
"PLT-009","반포1주차장","725","45821","2020/12/28"
"PLT-008","여의도3주차장","1084","321633","2020/12/28"
"PLT-007","양화2주차장","55","3242","2020/12/28"
"PLT-007","양화3,4,5주차장","764","63718","2020/12/28"
"PLT-007","양화1주차장","237","30865","2020/12/28"
"PLT-006","광나루1,2주차장","617","44220","2020/12/28"
"PLT-011","잠실1,2,3,4주차장","2861","163203","2020/12/28"
"PLT-005","뚝섬2주차장","589","62301","2020/12/28"
"PLT-002","난지1,2,3주차장","1289","46922","2020/12/28"
"PLT-004","이촌3,4주차장","866","54042","2020/12/28"
"PLT-005","뚝섬1주차장","125","8214","2020/12/28"
"PLT-008","여의도4주차장","232","75516","2020/12/28"
"PLT-008","여의도2주차장","702","117708","2020/12/28"
"PLT-001","강서1주차장","238","10477","2020/12/28"
"PLT-010","잠원1-6주차장","2731","207286","2020/12/28"
"PLT-008","여의도5주차장","293","114287","2020/12/28"
"PLT-005","뚝섬3주차장","264","24491","2020/12/28"
"PLT-003","망원2,3주차장","579","36749","2020/12/28"
"PLT-008","여의도1주차장","1623","240101","2020/12/28"
"PLT-004","이촌2주차장","238","12483","2020/12/28"
"PLT-007","양화3,4,5주차장","1182","73333","2020/12/27"
