"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-008","여의도3주차장","846","288316","2021/01/28"
"PLT-008","여의도4주차장","223","74710","2021/01/27"
"PLT-006","광나루1,2주차장","515","41089","2021/01/27"
"PLT-003","망원2,3주차장","547","37286","2021/01/27"
"PLT-008","여의도2주차장","796","193978","2021/01/27"
"PLT-005","뚝섬3주차장","234","19309","2021/01/27"
"PLT-008","여의도3주차장","1094","356003","2021/01/27"
"PLT-009","반포2,3주차장","1710","110931","2021/01/27"
"PLT-002","난지1,2,3주차장","1603","39436","2021/01/27"
"PLT-008","여의도1주차장","1866","268292","2021/01/27"
"PLT-007","양화2주차장","57","4522","2021/01/27"
"PLT-005","뚝섬4주차장","466","45420","2021/01/27"
"PLT-005","뚝섬1주차장","132","9623","2021/01/27"
"PLT-006","광나루3주차장","565","28131","2021/01/27"
"PLT-004","이촌1주차장","72","4093","2021/01/27"
"PLT-009","반포1주차장","610","34520","2021/01/27"
"PLT-007","양화3,4,5주차장","601","53825","2021/01/27"
"PLT-004","이촌2주차장","241","16518","2021/01/27"
"PLT-004","이촌3,4주차장","893","62886","2021/01/27"
"PLT-005","뚝섬2주차장","561","66897","2021/01/27"
"PLT-008","여의도5주차장","327","113089","2021/01/27"
"PLT-011","잠실1,2,3,4주차장","2929","157397","2021/01/27"
"PLT-001","강서1주차장","136","5919","2021/01/27"
"PLT-010","잠원1-6주차장","2532","221769","2021/01/27"
"PLT-007","양화1주차장","213","27071","2021/01/27"
"PLT-003","망원1주차장","233","17969","2021/01/27"
"PLT-007","양화2주차장","45","2211","2021/01/26"
"PLT-006","광나루1,2주차장","381","27227","2021/01/26"
"PLT-003","망원1주차장","220","17813","2021/01/26"
"PLT-008","여의도1주차장","1543","260457","2021/01/26"
"PLT-007","양화1주차장","198","22899","2021/01/26"
"PLT-005","뚝섬4주차장","429","39702","2021/01/26"
"PLT-001","강서1주차장","112","5497","2021/01/26"
"PLT-004","이촌2주차장","140","8069","2021/01/26"
"PLT-005","뚝섬2주차장","516","67655","2021/01/26"
"PLT-005","뚝섬3주차장","204","15682","2021/01/26"
"PLT-008","여의도4주차장","235","78119","2021/01/26"
"PLT-008","여의도2주차장","701","189175","2021/01/26"
"PLT-004","이촌1주차장","66","2711","2021/01/26"
"PLT-006","광나루3주차장","520","22823","2021/01/26"
"PLT-008","여의도5주차장","324","123218","2021/01/26"
"PLT-002","난지1,2,3주차장","1337","34309","2021/01/26"
"PLT-003","망원2,3주차장","456","30980","2021/01/26"
"PLT-009","반포2,3주차장","1384","81802","2021/01/26"
"PLT-007","양화3,4,5주차장","559","48609","2021/01/26"
"PLT-010","잠원1-6주차장","2291","193937","2021/01/26"
"PLT-009","반포1주차장","590","37023","2021/01/26"
"PLT-005","뚝섬1주차장","105","6047","2021/01/26"
"PLT-008","여의도3주차장","993","358558","2021/01/26"
"PLT-004","이촌3,4주차장","617","51877","2021/01/26"
"PLT-011","잠실1,2,3,4주차장","2721","134423","2021/01/26"
"PLT-007","양화2주차장","50","4042","2021/01/25"
"PLT-006","광나루1,2주차장","585","36474","2021/01/25"
"PLT-005","뚝섬1주차장","153","9962","2021/01/25"
"PLT-004","이촌3,4주차장","755","65313","2021/01/25"
"PLT-004","이촌2주차장","219","15878","2021/01/25"
"PLT-009","반포2,3주차장","1858","113177","2021/01/25"
"PLT-010","잠원1-6주차장","2907","256054","2021/01/25"
"PLT-008","여의도2주차장","913","198431","2021/01/25"
"PLT-008","여의도1주차장","1982","293818","2021/01/25"
"PLT-001","강서1주차장","144","7930","2021/01/25"
"PLT-011","잠실1,2,3,4주차장","2950","157503","2021/01/25"
"PLT-005","뚝섬3주차장","275","21072","2021/01/25"
"PLT-007","양화1주차장","267","28823","2021/01/25"
"PLT-005","뚝섬4주차장","598","63646","2021/01/25"
"PLT-005","뚝섬2주차장","629","69886","2021/01/25"
"PLT-003","망원1주차장","281","17718","2021/01/25"
"PLT-003","망원2,3주차장","588","39021","2021/01/25"
"PLT-004","이촌1주차장","77","5452","2021/01/25"
"PLT-007","양화3,4,5주차장","668","52822","2021/01/25"
"PLT-008","여의도5주차장","315","118718","2021/01/25"
"PLT-008","여의도4주차장","233","86673","2021/01/25"
"PLT-002","난지1,2,3주차장","1494","44594","2021/01/25"
"PLT-008","여의도3주차장","1181","412297","2021/01/25"
"PLT-006","광나루3주차장","597","25081","2021/01/25"
"PLT-009","반포1주차장","737","40640","2021/01/25"
"PLT-004","이촌3,4주차장","1493","99752","2021/01/24"
"PLT-007","양화2주차장","146","8084","2021/01/24"
"PLT-001","강서1주차장","382","24487","2021/01/24"
"PLT-003","망원2,3주차장","1287","95632","2021/01/24"
"PLT-006","광나루1,2주차장","1139","79233","2021/01/24"
"PLT-008","여의도4주차장","59","2655","2021/01/24"
"PLT-007","양화1주차장","401","25367","2021/01/24"
"PLT-003","망원1주차장","436","19580","2021/01/24"
"PLT-009","반포2,3주차장","3817","239498","2021/01/24"
"PLT-009","반포1주차장","1634","94740","2021/01/24"
"PLT-002","난지1,2,3주차장","2177","116085","2021/01/24"
"PLT-008","여의도1주차장","3562","246994","2021/01/24"
"PLT-005","뚝섬2주차장","1264","105988","2021/01/24"
"PLT-006","광나루3주차장","692","44601","2021/01/24"
"PLT-004","이촌2주차장","494","38257","2021/01/24"
"PLT-011","잠실1,2,3,4주차장","2682","212968","2021/01/24"
"PLT-005","뚝섬1주차장","309","18947","2021/01/24"
"PLT-005","뚝섬3주차장","637","50112","2021/01/24"
"PLT-005","뚝섬4주차장","940","72483","2021/01/24"
"PLT-008","여의도2주차장","1625","123821","2021/01/24"
"PLT-010","잠원1-6주차장","4828","296439","2021/01/24"
"PLT-008","여의도3주차장","954","84979","2021/01/24"
"PLT-004","이촌1주차장","174","5136","2021/01/24"
"PLT-007","양화3,4,5주차장","1508","108096","2021/01/24"
"PLT-008","여의도5주차장","119","12974","2021/01/24"
"PLT-005","뚝섬3주차장","515","37009","2021/01/23"
"PLT-005","뚝섬2주차장","928","78289","2021/01/23"
"PLT-003","망원1주차장","358","19086","2021/01/23"
"PLT-004","이촌2주차장","424","31755","2021/01/23"
"PLT-008","여의도2주차장","1312","110845","2021/01/23"
"PLT-009","반포1주차장","1381","74716","2021/01/23"
"PLT-003","망원2,3주차장","1129","71864","2021/01/23"
"PLT-007","양화2주차장","69","3299","2021/01/23"
"PLT-006","광나루3주차장","503","31943","2021/01/23"
"PLT-002","난지1,2,3주차장","1514","75959","2021/01/23"
"PLT-001","강서1주차장","311","18952","2021/01/23"
"PLT-008","여의도3주차장","663","58743","2021/01/23"
"PLT-011","잠실1,2,3,4주차장","2499","160036","2021/01/23"
"PLT-007","양화1주차장","389","20589","2021/01/23"
"PLT-008","여의도5주차장","170","30132","2021/01/23"
"PLT-006","광나루1,2주차장","920","64896","2021/01/23"
"PLT-004","이촌1주차장","157","5379","2021/01/23"
"PLT-007","양화3,4,5주차장","1001","58509","2021/01/23"
"PLT-008","여의도1주차장","2986","177380","2021/01/23"
"PLT-004","이촌3,4주차장","1104","62591","2021/01/23"
"PLT-005","뚝섬4주차장","912","56254","2021/01/23"
"PLT-010","잠원1-6주차장","4466","263301","2021/01/23"
"PLT-009","반포2,3주차장","3167","200706","2021/01/23"
"PLT-008","여의도4주차장","63","11548","2021/01/23"
"PLT-005","뚝섬1주차장","226","16503","2021/01/23"
"PLT-006","광나루1,2주차장","494","30642","2021/01/22"
"PLT-008","여의도4주차장","217","71605","2021/01/22"
"PLT-007","양화1주차장","196","28116","2021/01/22"
"PLT-004","이촌2주차장","210","13817","2021/01/22"
"PLT-008","여의도3주차장","960","296614","2021/01/22"
"PLT-009","반포2,3주차장","1421","72658","2021/01/22"
"PLT-003","망원1주차장","260","19685","2021/01/22"
"PLT-011","잠실1,2,3,4주차장","2831","160176","2021/01/22"
"PLT-005","뚝섬4주차장","460","40831","2021/01/22"
"PLT-008","여의도2주차장","727","160432","2021/01/22"
"PLT-006","광나루3주차장","537","15570","2021/01/22"
"PLT-007","양화2주차장","40","4029","2021/01/22"
"PLT-008","여의도5주차장","347","117792","2021/01/22"
"PLT-004","이촌3,4주차장","721","52527","2021/01/22"
"PLT-008","여의도1주차장","1843","251616","2021/01/22"
"PLT-004","이촌1주차장","58","973","2021/01/22"
"PLT-009","반포1주차장","722","35903","2021/01/22"
"PLT-007","양화3,4,5주차장","545","43575","2021/01/22"
"PLT-005","뚝섬2주차장","550","66360","2021/01/22"
"PLT-005","뚝섬1주차장","125","10189","2021/01/22"
"PLT-003","망원2,3주차장","521","33596","2021/01/22"
"PLT-001","강서1주차장","123","6394","2021/01/22"
"PLT-010","잠원1-6주차장","2262","200189","2021/01/22"
"PLT-002","난지1,2,3주차장","1135","35879","2021/01/22"
"PLT-005","뚝섬3주차장","230","17858","2021/01/22"
"PLT-001","강서1주차장","84","5076","2021/01/21"
"PLT-008","여의도1주차장","1275","246742","2021/01/21"
"PLT-008","여의도4주차장","213","75069","2021/01/21"
"PLT-003","망원1주차장","236","21591","2021/01/21"
"PLT-011","잠실1,2,3,4주차장","2627","129369","2021/01/21"
"PLT-009","반포1주차장","471","28467","2021/01/21"
"PLT-007","양화2주차장","30","3185","2021/01/21"
"PLT-008","여의도5주차장","351","123136","2021/01/21"
"PLT-008","여의도3주차장","904","336039","2021/01/21"
"PLT-005","뚝섬2주차장","406","55481","2021/01/21"
"PLT-005","뚝섬1주차장","93","5812","2021/01/21"
"PLT-002","난지1,2,3주차장","1308","34869","2021/01/21"
"PLT-006","광나루3주차장","464","17624","2021/01/21"
"PLT-010","잠원1-6주차장","1933","189633","2021/01/21"
"PLT-003","망원2,3주차장","396","29026","2021/01/21"
"PLT-005","뚝섬3주차장","145","13334","2021/01/21"
"PLT-006","광나루1,2주차장","411","32338","2021/01/21"
"PLT-007","양화1주차장","151","21659","2021/01/21"
"PLT-009","반포2,3주차장","722","14555","2021/01/21"
"PLT-005","뚝섬4주차장","314","34699","2021/01/21"
"PLT-008","여의도2주차장","533","164362","2021/01/21"
"PLT-004","이촌3,4주차장","553","46409","2021/01/21"
"PLT-004","이촌2주차장","169","10415","2021/01/21"
"PLT-004","이촌1주차장","21","649","2021/01/21"
"PLT-007","양화3,4,5주차장","404","40575","2021/01/21"
"PLT-010","잠원1-6주차장","2429","218757","2021/01/20"
"PLT-005","뚝섬4주차장","440","40824","2021/01/20"
"PLT-005","뚝섬1주차장","108","7520","2021/01/20"
"PLT-008","여의도4주차장","206","71217","2021/01/20"
"PLT-006","광나루1,2주차장","499","37303","2021/01/20"
"PLT-004","이촌3,4주차장","685","53323","2021/01/20"
"PLT-001","강서1주차장","123","6917","2021/01/20"
"PLT-003","망원1주차장","246","19131","2021/01/20"
"PLT-005","뚝섬2주차장","476","58064","2021/01/20"
"PLT-011","잠실1,2,3,4주차장","2801","144476","2021/01/20"
"PLT-008","여의도5주차장","329","120060","2021/01/20"
"PLT-008","여의도1주차장","1565","264959","2021/01/20"
"PLT-003","망원2,3주차장","471","31365","2021/01/20"
"PLT-009","반포2,3주차장","1491","94010","2021/01/20"
"PLT-005","뚝섬3주차장","207","15430","2021/01/20"
"PLT-007","양화1주차장","207","26147","2021/01/20"
"PLT-008","여의도3주차장","999","336275","2021/01/20"
"PLT-002","난지1,2,3주차장","1503","44406","2021/01/20"
"PLT-004","이촌2주차장","238","14736","2021/01/20"
"PLT-009","반포1주차장","616","38519","2021/01/20"
"PLT-008","여의도2주차장","698","167283","2021/01/20"
"PLT-004","이촌1주차장","66","3600","2021/01/20"
"PLT-007","양화2주차장","37","4269","2021/01/20"
"PLT-007","양화3,4,5주차장","538","44140","2021/01/20"
"PLT-006","광나루3주차장","538","21814","2021/01/20"
"PLT-008","여의도4주차장","212","77241","2021/01/19"
"PLT-011","잠실1,2,3,4주차장","2653","133031","2021/01/19"
"PLT-004","이촌2주차장","193","13774","2021/01/19"
"PLT-004","이촌3,4주차장","629","47008","2021/01/19"
"PLT-007","양화3,4,5주차장","431","39778","2021/01/19"
"PLT-008","여의도3주차장","889","328682","2021/01/19"
"PLT-005","뚝섬1주차장","119","9470","2021/01/19"
"PLT-004","이촌1주차장","59","2635","2021/01/19"
"PLT-009","반포2,3주차장","1477","87370","2021/01/19"
"PLT-001","강서1주차장","77","4196","2021/01/19"
"PLT-005","뚝섬2주차장","440","52572","2021/01/19"
"PLT-003","망원1주차장","215","19485","2021/01/19"
"PLT-007","양화2주차장","38","4002","2021/01/19"
"PLT-009","반포1주차장","498","31728","2021/01/19"
"PLT-008","여의도5주차장","344","113064","2021/01/19"
"PLT-007","양화1주차장","147","20173","2021/01/19"
"PLT-010","잠원1-6주차장","2202","199819","2021/01/19"
"PLT-006","광나루1,2주차장","375","30227","2021/01/19"
"PLT-005","뚝섬3주차장","173","15269","2021/01/19"
"PLT-005","뚝섬4주차장","365","37536","2021/01/19"
"PLT-003","망원2,3주차장","459","27388","2021/01/19"
"PLT-002","난지1,2,3주차장","1284","32468","2021/01/19"
"PLT-006","광나루3주차장","431","17872","2021/01/19"
"PLT-008","여의도1주차장","1339","242921","2021/01/19"
"PLT-008","여의도2주차장","556","159233","2021/01/19"
"PLT-010","잠원1-6주차장","1554","146540","2021/01/18"
"PLT-002","난지1,2,3주차장","690","25592","2021/01/18"
"PLT-005","뚝섬4주차장","308","29256","2021/01/18"
"PLT-008","여의도2주차장","426","117607","2021/01/18"
"PLT-006","광나루1,2주차장","297","23734","2021/01/18"
"PLT-003","망원2,3주차장","340","21502","2021/01/18"
"PLT-009","반포2,3주차장","1053","62432","2021/01/18"
"PLT-001","강서1주차장","89","5136","2021/01/18"
"PLT-008","여의도3주차장","709","266965","2021/01/18"
"PLT-007","양화1주차장","145","17040","2021/01/18"
"PLT-011","잠실1,2,3,4주차장","1802","114019","2021/01/18"
"PLT-003","망원1주차장","204","12729","2021/01/18"
"PLT-007","양화2주차장","20","3409","2021/01/18"
"PLT-008","여의도5주차장","279","95743","2021/01/18"
"PLT-004","이촌3,4주차장","397","42258","2021/01/18"
"PLT-008","여의도4주차장","193","62154","2021/01/18"
"PLT-005","뚝섬3주차장","125","11700","2021/01/18"
"PLT-004","이촌2주차장","138","10136","2021/01/18"
"PLT-006","광나루3주차장","293","17623","2021/01/18"
"PLT-004","이촌1주차장","36","1725","2021/01/18"
"PLT-005","뚝섬2주차장","387","51634","2021/01/18"
"PLT-008","여의도1주차장","1056","195074","2021/01/18"
"PLT-005","뚝섬1주차장","85","5424","2021/01/18"
"PLT-009","반포1주차장","370","28752","2021/01/18"
"PLT-007","양화3,4,5주차장","431","41750","2021/01/18"
"PLT-009","반포1주차장","889","34486","2021/01/17"
"PLT-009","반포2,3주차장","1981","105114","2021/01/17"
"PLT-005","뚝섬3주차장","333","19651","2021/01/17"
"PLT-007","양화2주차장","48","1669","2021/01/17"
"PLT-008","여의도3주차장","369","24382","2021/01/17"
"PLT-004","이촌2주차장","206","9908","2021/01/17"
"PLT-005","뚝섬4주차장","578","32859","2021/01/17"
"PLT-006","광나루1,2주차장","511","28300","2021/01/17"
"PLT-004","이촌1주차장","93","4471","2021/01/17"
"PLT-008","여의도4주차장","40","1702","2021/01/17"
"PLT-005","뚝섬1주차장","129","5290","2021/01/17"
"PLT-003","망원2,3주차장","735","43621","2021/01/17"
"PLT-002","난지1,2,3주차장","1197","52994","2021/01/17"
"PLT-004","이촌3,4주차장","743","40308","2021/01/17"
"PLT-003","망원1주차장","267","13585","2021/01/17"
"PLT-007","양화3,4,5주차장","802","39540","2021/01/17"
"PLT-006","광나루3주차장","409","28099","2021/01/17"
"PLT-010","잠원1-6주차장","2592","147170","2021/01/17"
"PLT-007","양화1주차장","178","11389","2021/01/17"
"PLT-008","여의도1주차장","1691","95004","2021/01/17"
"PLT-008","여의도5주차장","91","7424","2021/01/17"
"PLT-008","여의도2주차장","671","48395","2021/01/17"
"PLT-001","강서1주차장","222","12561","2021/01/17"
"PLT-005","뚝섬2주차장","595","46670","2021/01/17"
"PLT-011","잠실1,2,3,4주차장","1648","115182","2021/01/17"
"PLT-008","여의도1주차장","2260","129573","2021/01/16"
"PLT-004","이촌3,4주차장","974","58231","2021/01/16"
"PLT-003","망원2,3주차장","977","57264","2021/01/16"
"PLT-007","양화1주차장","236","16539","2021/01/16"
"PLT-008","여의도5주차장","171","27761","2021/01/16"
"PLT-005","뚝섬3주차장","433","26884","2021/01/16"
"PLT-011","잠실1,2,3,4주차장","2188","157740","2021/01/16"
"PLT-002","난지1,2,3주차장","1428","52315","2021/01/16"
"PLT-009","반포1주차장","1124","53763","2021/01/16"
"PLT-006","광나루3주차장","429","25643","2021/01/16"
"PLT-009","반포2,3주차장","2393","139110","2021/01/16"
"PLT-005","뚝섬4주차장","694","47566","2021/01/16"
"PLT-007","양화3,4,5주차장","804","43746","2021/01/16"
"PLT-007","양화2주차장","54","2164","2021/01/16"
"PLT-008","여의도4주차장","59","10203","2021/01/16"
"PLT-006","광나루1,2주차장","567","30702","2021/01/16"
"PLT-005","뚝섬2주차장","814","58496","2021/01/16"
"PLT-004","이촌2주차장","276","12863","2021/01/16"
"PLT-008","여의도3주차장","580","51721","2021/01/16"
"PLT-001","강서1주차장","254","13713","2021/01/16"
"PLT-005","뚝섬1주차장","192","9462","2021/01/16"
"PLT-010","잠원1-6주차장","3434","202385","2021/01/16"
"PLT-008","여의도2주차장","920","82265","2021/01/16"
"PLT-004","이촌1주차장","128","4883","2021/01/16"
"PLT-003","망원1주차장","347","17621","2021/01/16"
"PLT-006","광나루1,2주차장","441","28168","2021/01/15"
"PLT-009","반포2,3주차장","1678","100850","2021/01/15"
"PLT-005","뚝섬4주차장","542","43914","2021/01/15"
"PLT-002","난지1,2,3주차장","1349","35270","2021/01/15"
"PLT-004","이촌2주차장","190","10313","2021/01/15"
"PLT-005","뚝섬2주차장","596","62348","2021/01/15"
"PLT-004","이촌3,4주차장","716","62609","2021/01/15"
"PLT-001","강서1주차장","135","8241","2021/01/15"
"PLT-008","여의도5주차장","301","100182","2021/01/15"
"PLT-004","이촌1주차장","67","3949","2021/01/15"
"PLT-006","광나루3주차장","500","24702","2021/01/15"
"PLT-010","잠원1-6주차장","2559","206106","2021/01/15"
"PLT-003","망원1주차장","262","19151","2021/01/15"
"PLT-008","여의도2주차장","761","157660","2021/01/15"
"PLT-005","뚝섬3주차장","293","24328","2021/01/15"
"PLT-007","양화1주차장","208","27173","2021/01/15"
"PLT-009","반포1주차장","703","37442","2021/01/15"
"PLT-007","양화2주차장","58","3614","2021/01/15"
"PLT-008","여의도3주차장","999","319539","2021/01/15"
"PLT-011","잠실1,2,3,4주차장","2753","154962","2021/01/15"
"PLT-005","뚝섬1주차장","126","7781","2021/01/15"
"PLT-008","여의도4주차장","198","64313","2021/01/15"
"PLT-007","양화3,4,5주차장","598","49919","2021/01/15"
"PLT-008","여의도1주차장","1662","239633","2021/01/15"
"PLT-003","망원2,3주차장","501","34983","2021/01/15"
"PLT-009","반포2,3주차장","1594","98000","2021/01/14"
"PLT-008","여의도1주차장","1577","262441","2021/01/14"
"PLT-006","광나루1,2주차장","505","34512","2021/01/14"
"PLT-004","이촌2주차장","195","10953","2021/01/14"
"PLT-007","양화1주차장","204","23821","2021/01/14"
"PLT-002","난지1,2,3주차장","1346","44382","2021/01/14"
"PLT-008","여의도3주차장","976","339984","2021/01/14"
"PLT-006","광나루3주차장","494","29087","2021/01/14"
"PLT-010","잠원1-6주차장","2428","207332","2021/01/14"
"PLT-011","잠실1,2,3,4주차장","2828","160945","2021/01/14"
"PLT-004","이촌3,4주차장","698","53373","2021/01/14"
"PLT-007","양화2주차장","35","1428","2021/01/14"
"PLT-008","여의도2주차장","712","166167","2021/01/14"
"PLT-009","반포1주차장","693","44323","2021/01/14"
"PLT-005","뚝섬3주차장","268","19779","2021/01/14"
"PLT-003","망원2,3주차장","506","32062","2021/01/14"
"PLT-003","망원1주차장","243","20624","2021/01/14"
"PLT-008","여의도5주차장","320","120992","2021/01/14"
"PLT-008","여의도4주차장","200","72703","2021/01/14"
"PLT-005","뚝섬4주차장","474","40052","2021/01/14"
"PLT-001","강서1주차장","137","8170","2021/01/14"
"PLT-005","뚝섬2주차장","554","65325","2021/01/14"
"PLT-004","이촌1주차장","58","4280","2021/01/14"
"PLT-007","양화3,4,5주차장","581","54115","2021/01/14"
"PLT-005","뚝섬1주차장","116","8767","2021/01/14"
"PLT-008","여의도4주차장","190","58085","2021/01/13"
"PLT-009","반포1주차장","480","28759","2021/01/13"
"PLT-009","반포2,3주차장","1392","86459","2021/01/13"
"PLT-007","양화2주차장","35","2456","2021/01/13"
"PLT-008","여의도3주차장","847","277636","2021/01/13"
"PLT-002","난지1,2,3주차장","993","39274","2021/01/13"
"PLT-004","이촌2주차장","153","7718","2021/01/13"
"PLT-006","광나루1,2주차장","408","25314","2021/01/13"
"PLT-006","광나루3주차장","326","23764","2021/01/13"
"PLT-003","망원2,3주차장","488","32822","2021/01/13"
"PLT-011","잠실1,2,3,4주차장","2087","131711","2021/01/13"
"PLT-004","이촌1주차장","63","3609","2021/01/13"
"PLT-010","잠원1-6주차장","2147","171972","2021/01/13"
"PLT-007","양화3,4,5주차장","536","47903","2021/01/13"
"PLT-007","양화1주차장","149","17591","2021/01/13"
"PLT-008","여의도2주차장","588","154769","2021/01/13"
"PLT-008","여의도5주차장","297","97813","2021/01/13"
"PLT-005","뚝섬2주차장","512","56313","2021/01/13"
"PLT-004","이촌3,4주차장","580","50561","2021/01/13"
"PLT-005","뚝섬4주차장","421","35514","2021/01/13"
"PLT-001","강서1주차장","134","7762","2021/01/13"
"PLT-003","망원1주차장","250","17434","2021/01/13"
"PLT-008","여의도1주차장","1440","226150","2021/01/13"
"PLT-005","뚝섬3주차장","217","19505","2021/01/13"
"PLT-005","뚝섬1주차장","94","5388","2021/01/13"
"PLT-005","뚝섬2주차장","407","46044","2021/01/12"
"PLT-007","양화2주차장","25","1585","2021/01/12"
"PLT-008","여의도3주차장","860","270958","2021/01/12"
"PLT-008","여의도5주차장","351","103455","2021/01/12"
"PLT-005","뚝섬4주차장","269","25799","2021/01/12"
"PLT-005","뚝섬3주차장","152","13048","2021/01/12"
"PLT-009","반포1주차장","435","23996","2021/01/12"
"PLT-007","양화3,4,5주차장","427","41955","2021/01/12"
"PLT-006","광나루1,2주차장","353","20787","2021/01/12"
"PLT-002","난지1,2,3주차장","1259","26673","2021/01/12"
"PLT-004","이촌1주차장","44","2683","2021/01/12"
"PLT-009","반포2,3주차장","1002","60260","2021/01/12"
"PLT-003","망원1주차장","182","15047","2021/01/12"
"PLT-008","여의도2주차장","505","156853","2021/01/12"
"PLT-008","여의도4주차장","216","65595","2021/01/12"
"PLT-006","광나루3주차장","436","14190","2021/01/12"
"PLT-010","잠원1-6주차장","1441","129629","2021/01/12"
"PLT-008","여의도1주차장","1207","205726","2021/01/12"
"PLT-005","뚝섬1주차장","99","4971","2021/01/12"
"PLT-004","이촌2주차장","175","8419","2021/01/12"
"PLT-003","망원2,3주차장","331","19321","2021/01/12"
"PLT-001","강서1주차장","107","7678","2021/01/12"
"PLT-011","잠실1,2,3,4주차장","2350","92561","2021/01/12"
"PLT-004","이촌3,4주차장","638","44689","2021/01/12"
"PLT-007","양화1주차장","128","17880","2021/01/12"
"PLT-007","양화3,4,5주차장","417","39011","2021/01/11"
"PLT-009","반포1주차장","506","30529","2021/01/11"
"PLT-010","잠원1-6주차장","1686","178195","2021/01/11"
"PLT-004","이촌3,4주차장","593","54028","2021/01/11"
"PLT-001","강서1주차장","111","5399","2021/01/11"
"PLT-005","뚝섬2주차장","403","47190","2021/01/11"
"PLT-006","광나루1,2주차장","373","25204","2021/01/11"
"PLT-007","양화2주차장","31","3199","2021/01/11"
"PLT-003","망원1주차장","224","16603","2021/01/11"
"PLT-008","여의도2주차장","554","167192","2021/01/11"
"PLT-004","이촌1주차장","59","3115","2021/01/11"
"PLT-003","망원2,3주차장","360","21585","2021/01/11"
"PLT-011","잠실1,2,3,4주차장","2527","126285","2021/01/11"
"PLT-009","반포2,3주차장","1186","69953","2021/01/11"
"PLT-006","광나루3주차장","438","17645","2021/01/11"
"PLT-007","양화1주차장","160","23890","2021/01/11"
"PLT-008","여의도5주차장","327","117325","2021/01/11"
"PLT-008","여의도1주차장","1381","234398","2021/01/11"
"PLT-005","뚝섬3주차장","182","15394","2021/01/11"
"PLT-005","뚝섬4주차장","359","30045","2021/01/11"
"PLT-002","난지1,2,3주차장","1128","33129","2021/01/11"
"PLT-008","여의도3주차장","921","361135","2021/01/11"
"PLT-004","이촌2주차장","157","7458","2021/01/11"
"PLT-005","뚝섬1주차장","98","6066","2021/01/11"
"PLT-008","여의도4주차장","224","79867","2021/01/11"
"PLT-003","망원2,3주차장","798","47709","2021/01/10"
"PLT-011","잠실1,2,3,4주차장","1676","127666","2021/01/10"
"PLT-002","난지1,2,3주차장","1090","44084","2021/01/10"
"PLT-008","여의도3주차장","413","26038","2021/01/10"
"PLT-008","여의도1주차장","2020","102567","2021/01/10"
"PLT-003","망원1주차장","293","15222","2021/01/10"
"PLT-005","뚝섬3주차장","352","24094","2021/01/10"
"PLT-004","이촌3,4주차장","765","43435","2021/01/10"
"PLT-004","이촌2주차장","224","12987","2021/01/10"
"PLT-006","광나루1,2주차장","503","28225","2021/01/10"
"PLT-009","반포2,3주차장","2053","105942","2021/01/10"
"PLT-008","여의도2주차장","717","48700","2021/01/10"
"PLT-001","강서1주차장","225","12180","2021/01/10"
"PLT-008","여의도4주차장","48","2304","2021/01/10"
"PLT-004","이촌1주차장","114","4677","2021/01/10"
"PLT-005","뚝섬4주차장","570","37541","2021/01/10"
"PLT-010","잠원1-6주차장","2875","159404","2021/01/10"
"PLT-007","양화3,4,5주차장","739","42689","2021/01/10"
"PLT-005","뚝섬1주차장","125","5866","2021/01/10"
"PLT-007","양화2주차장","47","2122","2021/01/10"
"PLT-009","반포1주차장","837","33326","2021/01/10"
"PLT-008","여의도5주차장","118","8959","2021/01/10"
"PLT-005","뚝섬2주차장","600","50441","2021/01/10"
"PLT-006","광나루3주차장","349","20929","2021/01/10"
"PLT-007","양화1주차장","206","11439","2021/01/10"
"PLT-005","뚝섬2주차장","605","54362","2021/01/09"
"PLT-007","양화1주차장","166","7202","2021/01/09"
"PLT-006","광나루1,2주차장","421","23778","2021/01/09"
"PLT-007","양화2주차장","45","1916","2021/01/09"
"PLT-003","망원1주차장","279","12150","2021/01/09"
"PLT-006","광나루3주차장","311","18753","2021/01/09"
"PLT-005","뚝섬4주차장","493","29860","2021/01/09"
"PLT-008","여의도1주차장","1933","96839","2021/01/09"
"PLT-005","뚝섬3주차장","312","21161","2021/01/09"
"PLT-002","난지1,2,3주차장","1017","35325","2021/01/09"
"PLT-001","강서1주차장","185","9596","2021/01/09"
"PLT-008","여의도4주차장","56","8067","2021/01/09"
"PLT-009","반포1주차장","684","34454","2021/01/09"
"PLT-004","이촌1주차장","71","2049","2021/01/09"
"PLT-003","망원2,3주차장","697","44021","2021/01/09"
"PLT-009","반포2,3주차장","1978","115885","2021/01/09"
"PLT-007","양화3,4,5주차장","599","31767","2021/01/09"
"PLT-008","여의도5주차장","139","23799","2021/01/09"
"PLT-005","뚝섬1주차장","114","4276","2021/01/09"
"PLT-004","이촌2주차장","172","8617","2021/01/09"
"PLT-008","여의도2주차장","584","66871","2021/01/09"
"PLT-010","잠원1-6주차장","2592","151880","2021/01/09"
"PLT-004","이촌3,4주차장","643","39292","2021/01/09"
"PLT-008","여의도3주차장","444","44113","2021/01/09"
"PLT-011","잠실1,2,3,4주차장","1578","113108","2021/01/09"
"PLT-005","뚝섬3주차장","150","13013","2021/01/08"
"PLT-008","여의도5주차장","269","88878","2021/01/08"
"PLT-009","반포1주차장","293","18913","2021/01/08"
